Source,Target,Weight
2050,370,1.23
2050,713,1.99
2050,714,0.2
2050,1024,0.83
2050,1029,0.46
2050,1043,1.12
2050,1055,1.27
2050,1062,2.03
2050,1067,2.94
2050,1084,2.16
2050,1097,2.64
2050,1103,3.52
2051,179,50.0
2052,180,3.81
2052,297,3.02
2052,1062,2.66
2052,1067,1.43
2052,1081,5.55
2053,180,0.74
2054,181,54.2
2055,183,1.01
2055,267,0.5
2056,183,0.76
2056,189,0.41
2056,207,0.17
2056,219,0.17
2056,259,0.23
2056,260,0.2
2056,266,0.2
2056,272,0.62
2056,289,1.25
2056,300,0.41
2056,309,0.2
2056,337,1.2
2056,371,0.23
2057,183,0.28
2058,183,0.15
2058,230,0.11
2058,336,0.1
2059,184,0.37
2059,1081,0.2
2060,184,0.18
2060,325,0.13
2061,184,0.16
2061,299,0.86
2062,184,0.14
2062,797,0.11
2062,1013,0.11
2063,185,51.7
2064,185,7.8
2065,185,0.11
2065,189,0.66
2065,281,0.13
2066,186,79.4
2067,187,50.0
2068,187,50.0
2069,189,74.6
2070,189,0.14
2071,189,0.11
2072,190,50.0
2072,406,50.0
2073,192,68.7
2074,193,5.2
2075,193,1.46
2075,239,0.67
2075,330,0.33
2075,1019,0.16
2075,1045,1.61
2075,1093,0.58
2076,195,20.0
2077,196,99.9
2078,197,1.51
2079,198,50.0
2080,199,99.4
2081,199,0.18
2082,199,0.06
2083,200,31.94
2083,201,11.17
2084,201,11.17
2085,202,0.12
2085,1022,1.06
2086,202,0.1
2086,283,0.1
2086,1025,0.16
2087,203,7.88
2088,203,5.86
2089,203,2.99
2090,204,0.32
2090,239,0.29
2090,330,0.23
2090,367,0.79
2090,1058,0.65
2090,1066,0.38
2090,1097,0.34
2091,205,51.75
2092,205,18.93
2093,206,100.0
2094,208,50.0
2095,214,50.0
2095,304,50.0
2096,214,0.36
2097,215,2.4
2097,220,4.76
2098,218,50.0
2098,284,50.0
2098,356,50.0
2099,219,0.38
2099,362,0.31
2100,221,50.0
2101,224,1.24
2102,225,55.7
2103,225,3.64
2104,226,0.28
2105,226,0.14
2106,227,60.0
2107,227,5.0
2108,227,0.91
2108,264,2.5
2108,337,0.94
2108,367,0.68
2109,228,9.94
2110,230,0.93
2110,371,0.91
2111,230,0.18
2112,230,0.12
2112,309,0.38
2113,231,50.0
2114,234,67.05
2114,291,67.05
2115,235,100.0
2116,236,50.0
2117,238,50.1
2118,240,50.0
2119,241,50.0
2120,241,0.15
2121,242,50.0
2122,243,99.0
2123,244,50.0
2124,244,30.0
2125,245,50.0
2126,246,99.0
2127,247,85.0
2128,247,5.0
2129,247,5.0
2130,247,5.0
2131,248,50.0
2132,252,50.0
2133,253,100.0
2134,255,50.0
2134,404,50.0
2135,257,100.0
2136,260,0.12
2137,261,6.65
2138,262,0.5
2139,263,29.9
2140,263,22.3
2141,263,6.0
2142,263,4.4
2143,265,0.12
2144,265,0.5
2145,266,11.5
2146,266,0.15
2146,300,0.37
2147,266,0.5
2148,267,66.0
2149,270,50.0
2150,271,50.0
2151,272,38.07
2152,274,98.8
2153,275,99.44
2154,275,99.44
2155,278,50.0
2156,279,99.05
2157,279,50.0
2158,280,50.0
2159,281,0.22
2159,299,0.16
2160,282,46.0
2161,283,0.2
2162,285,50.0
2163,288,50.0
2164,290,65.36
2165,290,34.64
2166,293,100.0
2167,293,100.0
2168,294,99.72
2169,295,100.0
2169,803,51.0
2170,295,100.0
2171,295,100.0
2172,296,51.0
2173,297,2.27
2174,298,50.0
2175,299,0.78
2176,299,0.32
2177,299,0.32
2178,300,3.87
2179,300,0.15
2180,301,100.0
2181,302,100.0
2182,303,53.26
2183,305,0.5
2184,305,0.5
2185,306,50.0
2185,388,50.0
2186,307,50.0
2187,309,0.5
2188,310,50.0
2189,311,50.0
2190,312,9.98
2191,312,9.83
2192,312,2.55
2193,312,2.54
2194,312,1.33
2195,312,1.27
2196,312,1.27
2197,312,0.92
2198,312,0.85
2199,312,0.85
2200,312,0.85
2201,313,99.0
2202,316,60.0
2203,316,22.23
2204,318,89.86
2205,320,50.0
2206,320,50.0
2207,321,84.27
2207,401,88.7
2208,322,24.38
2209,323,56.0
2210,323,20.0
2211,324,0.43
2212,325,3.43
2212,350,2.91
2212,407,3.42
2212,1032,0.66
2213,326,50.0
2214,327,9.17
2215,329,50.0
2216,331,8.0
2217,333,50.0
2218,335,50.0
2219,338,23.3
2220,341,50.0
2221,343,50.0
2222,346,50.0
2223,347,63.01
2224,347,34.39
2225,351,51.0
2226,352,50.0
2227,353,50.0
2228,355,50.0
2229,358,5.93
2229,742,0.28
2230,358,5.51
2231,358,2.01
2232,358,1.72
2232,720,0.21
2232,1022,0.58
2232,1072,0.16
2233,358,1.22
2234,358,0.98
2235,358,0.69
2236,359,55.83
2237,359,21.29
2238,359,9.84
2239,359,5.06
2240,359,0.45
2241,359,0.31
2242,359,0.08
2243,359,0.07
2244,360,50.0
2245,363,50.0
2246,364,50.0
2247,365,50.0
2248,366,99.97
2249,366,86.26
2250,366,68.35
2251,366,68.26
2252,367,0.86
2253,368,50.0
2254,370,50.0
2255,370,5.22
2256,370,0.5
2257,371,8.68
2258,372,50.0
2259,372,36.0
2260,372,30.2
2261,372,5.18
2262,372,3.3
2263,373,50.0
2264,374,12.24
2265,375,99.99
2266,377,50.0
2267,378,50.0
2268,379,50.0
2269,381,5.87
2270,382,90.35
2271,382,0.98
2272,383,50.0
2273,384,50.0
2274,387,50.0
2275,389,46.6
2276,389,3.37
2277,390,50.0
2278,391,63.7
2279,391,50.0
2280,391,10.04
2281,393,50.0
2282,394,50.0
2283,396,99.98
2284,397,50.0
2285,400,77.41
2286,400,8.12
2287,403,50.0
2288,403,33.33
2289,403,33.33
2290,405,100.0
2291,408,50.0
2292,409,50.0
2308,716,0.48
2313,1012,1.58
2313,1103,0.78
2315,1067,4.15
2337,728,0.11
2348,1022,4.69
2370,751,0.28
2372,1103,0.48
2434,1022,1.8
2453,1053,98.0
2473,1064,1.25
2473,1081,1.2
2528,1019,0.41
2529,737,50.0
2529,1048,97.0
2656,778,99.9
2666,1017,1.53
2666,1032,1.08
2798,1022,0.82
3118,1102,0.24
3448,729,0.98
3448,735,0.97
3448,741,7.33
3448,781,0.6
3448,820,1.11
3448,830,1.51
3520,1012,0.8
3520,1022,5.83
3522,1017,7.41
3746,717,3.14
3746,1023,0.62
3957,731,0.5
3957,1029,0.68
3957,1039,1.13
3957,1064,2.61
3957,1066,1.26
3957,1081,2.27
3957,1103,0.72
4288,1030,0.71
4906,712,62.02
4907,715,0.41
4907,735,1.3
4907,741,2.64
4907,751,0.67
4907,752,1.76
4907,755,3.45
4907,769,0.46
4907,781,2.38
4907,782,2.62
4907,795,1.63
4907,823,4.05
4907,830,1.87
4908,715,0.15
4908,749,0.27
4909,718,55.44
4910,718,19.63
4910,783,1.32
4911,718,6.99
4912,718,4.04
4913,718,2.0
4913,729,1.46
4913,830,4.66
4914,718,2.07
4914,831,7.44
4915,718,2.0
4916,718,1.79
4916,738,3.18
4917,718,0.4
4918,718,0.36
4919,718,0.26
4920,718,0.21
4921,719,100.0
4922,719,99.99
4923,720,33.1
4924,720,33.1
4925,720,30.4
4926,720,0.49
4927,721,0.34
4927,730,0.18
4927,736,0.1
4927,739,0.25
4927,740,0.89
4927,741,3.98
4927,747,0.5
4927,751,0.13
4927,754,1.18
4927,755,6.89
4927,756,0.17
4927,760,1.48
4927,762,0.33
4927,765,0.61
4927,769,0.62
4927,771,0.26
4927,773,0.11
4927,774,10.82
4927,782,0.22
4927,788,0.71
4927,789,0.88
4927,793,0.72
4927,795,0.21
4927,800,0.49
4927,809,4.39
4927,810,2.22
4927,814,0.9
4927,822,0.55
4928,722,50.0
4929,722,6.25
4930,722,5.19
4931,722,3.48
4932,722,1.87
4932,723,0.69
4932,735,1.06
4932,823,1.28
4933,722,1.86
4933,723,0.98
4933,735,1.3
4934,722,1.41
4935,722,1.34
4936,722,1.11
4936,723,0.42
4936,735,0.95
4937,722,1.11
4938,722,0.95
4939,722,0.95
4939,723,1.53
4939,729,0.63
4939,735,1.35
4939,744,2.54
4939,823,1.63
4939,830,2.95
4940,723,39.72
4941,723,22.32
4942,723,2.4
4943,723,2.4
4944,723,1.65
4945,723,0.69
4946,723,0.54
4947,728,5.0
4948,729,53.38
4949,729,4.23
4950,729,3.48
4951,729,2.93
4952,729,2.0
4953,729,1.47
4954,729,1.32
4955,729,1.2
4956,729,1.1
4957,729,0.97
4958,729,0.87
4959,729,0.66
4960,730,1.01
4960,747,1.11
4960,782,1.11
4961,731,30.96
4962,731,25.0
4963,731,0.26
4964,731,0.17
4965,732,4.82
4966,735,49.59
4967,735,7.95
4968,735,3.16
4968,830,2.04
4969,735,2.39
4970,735,1.89
4971,735,1.65
4972,735,1.01
4973,735,0.96
4973,823,1.94
4974,735,0.95
4975,735,0.94
4976,735,0.84
4977,737,99.0
4978,738,35.56
4979,738,23.96
4980,738,21.05
4981,738,8.82
4982,738,6.12
4983,738,5.21
4984,738,5.21
4985,738,5.2
4986,738,4.16
4987,738,3.3
4988,738,2.8
4989,739,14.74
4989,817,10.0
4990,739,9.78
4991,739,8.41
4992,739,6.53
4993,739,4.08
4994,739,4.06
4995,739,3.38
4996,739,2.73
4997,739,2.0
4998,739,1.92
4999,739,1.62
5000,739,0.4
5001,741,3.43
5001,747,0.82
5001,755,1.57
5001,781,0.66
5001,795,0.93
5001,820,0.92
5002,742,44.89
5003,743,0.2
5004,744,40.43
5005,744,20.27
5006,744,15.27
5007,744,3.28
5008,744,1.44
5009,744,0.95
5010,744,0.95
5011,744,0.95
5012,744,0.94
5013,744,0.87
5014,744,0.87
5015,748,28.0
5015,749,57.0
5016,753,20.94
5017,753,20.94
5018,757,50.0
5019,758,26.48
5020,759,94.21
5021,759,1.44
5022,759,0.21
5023,759,0.2
5024,759,0.2
5025,759,0.16
5026,759,0.13
5027,759,0.1
5028,759,0.1
5029,759,0.1
5030,761,6.96
5031,763,68.0
5032,763,7.75
5033,763,3.16
5034,763,2.37
5035,763,1.94
5036,763,1.67
5037,763,1.39
5038,763,1.35
5039,763,1.18
5040,763,1.04
5041,765,50.93
5042,766,56.9
5043,766,5.44
5044,769,84.0
5045,770,51.61
5046,771,13.46
5047,772,50.0
5048,773,23.5
5049,777,0.5
5050,777,1.0
5051,779,77.13
5052,779,7.07
5053,779,1.41
5054,779,1.35
5055,779,1.11
5056,779,1.05
5057,779,1.02
5058,779,0.67
5059,779,0.65
5060,783,20.14
5060,824,10.0
5061,783,3.02
5062,785,29.0
5063,785,22.04
5064,785,11.71
5065,788,50.93
5066,791,50.34
5067,791,6.09
5068,794,11.23
5069,797,0.17
5069,1091,0.53
5070,798,19.6
5071,798,9.19
5072,798,4.84
5073,798,3.92
5074,798,3.76
5075,798,3.48
5076,799,50.0
5077,802,11.97
5078,802,11.77
5079,802,8.69
5080,804,74.2
5081,804,50.0
5082,805,4.01
5083,806,97.39
5084,809,50.0
5084,829,99.97
5085,811,2.08
5086,812,19.72
5087,812,12.03
5088,813,28.25
5089,815,51.0
5090,816,2.25
5091,817,7.92
5092,819,57.38
5093,819,8.17
5094,819,5.28
5095,823,67.58
5096,823,11.99
5097,823,1.07
5098,824,90.0
5099,824,81.95
5100,827,0.5
5101,830,6.15
5102,830,5.19
7211,1012,1.65
7212,1012,0.9
7213,1012,0.81
7213,1018,0.47
7213,1032,0.28
7214,1012,0.8
7215,1013,0.48
7215,1019,0.17
7215,1025,0.3
7215,1027,1.41
7215,1036,0.67
7215,1045,1.42
7215,1046,0.8
7215,1055,0.5
7215,1058,0.59
7215,1060,1.28
7215,1072,0.3
7215,1078,0.82
7215,1081,0.7
7215,1084,1.37
7215,1093,0.99
7215,1095,0.16
7215,1097,1.27
7215,1102,1.17
7216,1013,0.14
7216,1046,0.11
7217,1013,0.05
7217,1059,0.3
7217,1108,0.02
7218,1014,51.0
7219,1017,0.85
7220,1017,0.71
7221,1017,0.71
7222,1018,44.4
7223,1018,23.4
7224,1018,5.6
7225,1018,0.96
7226,1018,0.74
7226,1030,0.62
7227,1022,12.13
7227,1030,0.6
7228,1022,1.25
7229,1024,50.0
7230,1024,0.23
7231,1027,1.0
7232,1027,1.0
7233,1027,0.43
7233,1043,0.24
7233,1050,0.13
7233,1063,0.1
7233,1084,1.3
7233,1086,1.48
7233,1090,6.02
7233,1091,0.35
7233,1095,0.18
7233,1102,0.94
7234,1030,42.0
7234,1096,0.5
7235,1030,1.96
7236,1032,0.14
7237,1034,91.6
7238,1036,0.15
7239,1037,50.0
7240,1038,3.05
7241,1038,2.35
7242,1038,0.99
7242,1113,1.6
7243,1038,0.45
7244,1039,0.56
7245,1046,0.24
7246,1054,50.0
7247,1056,50.0
7248,1058,3.37
7249,1060,74.1
7250,1064,23.91
7251,1064,0.85
7252,1064,0.77
7253,1065,0.41
7253,1115,0.83
7254,1066,59.09
7255,1066,59.09
7256,1066,51.51
7257,1066,7.58
7258,1066,7.58
7259,1067,8.1
7260,1067,4.47
7261,1067,3.52
7262,1067,3.22
7263,1067,0.94
7263,1091,4.59
7264,1069,50.0
7265,1070,20.0
7266,1072,47.9
7267,1073,0.5
7268,1074,0.48
7269,1074,0.28
7270,1074,0.14
7271,1081,1.64
7272,1082,50.0
7273,1085,21.48
7274,1085,17.47
7275,1088,4.0
7276,1091,6.44
7277,1091,2.24
7278,1091,2.22
7279,1091,1.92
7280,1091,0.67
7281,1091,0.46
7282,1094,0.14
7283,1094,0.1
7284,1096,0.5
7285,1100,99.97
7285,1112,99.99
7286,1101,55.0
7287,1103,13.1
7288,1103,0.75
7289,1103,0.64
7290,1104,92.02
7291,1104,50.0
7292,1104,50.0
7293,1107,96.16
7294,1107,51.0
7295,1109,50.0
7296,1116,74.63
7297,1117,50.0
7298,1118,21.07
7299,1120,99.7
7300,1121,0.5
7301,1121,0.5
7302,1121,0.5
7303,1121,0.5
7304,1121,0.5
7305,1121,0.5
7306,1121,0.5
7307,1121,0.5
7308,1121,0.5
7309,1121,0.5
7310,1121,0.5
7311,1121,0.5
7312,1121,0.5
7313,1121,0.5
7314,1121,0.5
